,Mean,Median,Mode,MidRange,Range,IQR,StdDev,FileName
1765,0.47840285,0.45228758,0.45490196,0.5869281,0.7738562,0.04705882,0.120769896,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-022-090.png
1766,0.44321784,0.3869281,0.36993465,0.55816996,0.82091504,0.06928104,0.15756343,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-022-180.png
1767,0.45599306,0.4261438,0.43529415,0.5660131,0.7921569,0.054901958,0.12687097,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-022-270.png
1768,0.45137075,0.41830066,0.41699347,0.5405229,0.8535948,0.036601305,0.12559891,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-035-045.png
1769,0.46309817,0.41830066,0.4130719,0.53921574,0.8745099,0.041830063,0.14096959,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-035-135.png
1770,0.4314621,0.38562092,0.3777778,0.5366013,0.8588235,0.041830063,0.14223818,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-035-225.png
1771,0.44005847,0.40261438,0.4013072,0.5535948,0.80392164,0.037908494,0.13523069,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-035-315.png
1772,0.42243358,0.37124184,0.36601308,0.5509804,0.848366,0.036601305,0.1516056,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-045-000.png
1773,0.47663036,0.45620918,0.4627451,0.5503268,0.84705883,0.033986896,0.11045319,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-045-090.png
1774,0.43299899,0.36993465,0.36209154,0.5568627,0.8313725,0.04575163,0.16632253,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-045-180.png
1775,0.48000407,0.46013072,0.46797386,0.5555556,0.8209151,0.041830063,0.1141546,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-045-270.png
1776,0.43432152,0.41960788,0.303268,0.5248366,0.90588236,0.124183,0.14580294,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-027.png
1777,0.46924755,0.4928105,0.5045752,0.54575163,0.86928105,0.16209152,0.13174005,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-063.png
1778,0.4668426,0.47843137,0.4888889,0.524183,0.9150326,0.18431374,0.14760238,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-117.png
1779,0.43755698,0.40784314,0.30457518,0.5392157,0.8771242,0.12941176,0.16845152,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-153.png
1780,0.42072892,0.3934641,0.29281047,0.5529412,0.83398694,0.13333333,0.16523327,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-207.png
1781,0.4406319,0.46013072,0.2901961,0.5627451,0.80915034,0.18954247,0.14297749,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-243.png
1782,0.4458823,0.46013072,0.3019608,0.5732026,0.78039217,0.17385623,0.13789217,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-297.png
1783,0.41789588,0.3934641,0.3006536,0.527451,0.8901961,0.11503267,0.15643038,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-066-333.png
1784,0.4128482,0.3777778,0.30457518,0.54444444,0.8666667,0.09673205,0.1601081,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-068-000.png
1785,0.47887298,0.5137255,0.530719,0.5437909,0.88366014,0.20915034,0.13524267,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-068-090.png
1786,0.42383188,0.38039216,0.303268,0.5555556,0.8235294,0.108496755,0.17508045,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-068-180.png
1787,0.46179998,0.49150327,0.30980393,0.5777778,0.78431374,0.20522878,0.13522407,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-068-270.png
1788,0.44509685,0.3751634,0.36993465,0.5281046,0.8915033,0.11895421,0.14498201,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-000.png
1789,0.4547664,0.3895425,0.38431373,0.52418303,0.90718955,0.15032679,0.13840228,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-022.png
1790,0.47582197,0.4039216,0.39869285,0.5130719,0.92156863,0.19869283,0.13597202,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-045.png
1791,0.48181307,0.40915036,0.40653595,0.50261444,0.9686275,0.20915034,0.13423909,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-068.png
1792,0.48611647,0.41830066,0.41699347,0.54901963,0.89411765,0.20653597,0.12996605,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-090.png
1793,0.48874822,0.4130719,0.41045752,0.52156866,0.9385621,0.20653588,0.14095254,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-112.png
1794,0.47299743,0.39869285,0.39607844,0.54771245,0.89411765,0.17516333,0.14804552,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-135.png
1795,0.46181262,0.38562092,0.38039216,0.53790855,0.8745099,0.13464051,0.15476969,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-158.png
1796,0.45129436,0.37385622,0.36862746,0.53464055,0.875817,0.12026143,0.15800335,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-180.png
1797,0.45028904,0.37124184,0.36601308,0.5366013,0.8771242,0.14640525,0.15416881,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-202.png
1798,0.4479135,0.3673203,0.3647059,0.5542484,0.83137256,0.1869281,0.147039,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-225.png
1799,0.4677259,0.39869285,0.39738563,0.55620915,0.8379085,0.20653597,0.14069192,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-248.png
1800,0.4903493,0.43398693,0.4366013,0.59607846,0.7895425,0.17908499,0.1224363,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-270.png
1801,0.48024273,0.4130719,0.41045752,0.58758175,0.78823537,0.1816993,0.13116091,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-292.png
1802,0.46092784,0.39215687,0.39084968,0.56993467,0.8156863,0.15947714,0.13677269,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-315.png
1803,0.44505236,0.3777778,0.37124184,0.5411765,0.8653595,0.12549019,0.14718592,D:/Projects/Python/data-mining/Dataset/TrainData\dog8-090-338.png
1804,0.53985506,0.5568628,0.5934641,0.5470589,0.8588236,0.09019607,0.09123829,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-000-000.png
1805,0.5338528,0.5320261,0.5281046,0.58562094,0.80522877,0.060130715,0.065521866,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-022-000.png
1806,0.5393279,0.5542484,0.5660131,0.5718955,0.85098046,0.061437905,0.058584876,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-022-090.png
1807,0.5363518,0.5281046,0.5150327,0.55816996,0.88366014,0.064052284,0.0711205,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-022-180.png
1808,0.5459975,0.5568628,0.5673203,0.5581699,0.82614374,0.061437845,0.060239766,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-022-270.png
1809,0.5503588,0.55947715,0.56078434,0.56535953,0.8196079,0.039215684,0.06146671,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-035-045.png
1810,0.5457315,0.5555556,0.56078434,0.5614379,0.8771242,0.04444444,0.06461431,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-035-135.png
1811,0.5508502,0.5568628,0.55947715,0.5633987,0.8470589,0.0496732,0.067028336,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-035-225.png
1812,0.5409615,0.551634,0.5555556,0.56078434,0.8261438,0.04836595,0.064844854,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-035-315.png
1813,0.5340053,0.53464055,0.53333336,0.5803921,0.82352936,0.033986926,0.06937252,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-045-000.png
1814,0.5620042,0.5803922,0.5921569,0.57908493,0.82614374,0.04836601,0.057503577,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-045-090.png
1815,0.53645676,0.5320261,0.5281046,0.5509804,0.8980392,0.039215684,0.072972514,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-045-180.png
1816,0.5670866,0.58562094,0.59607846,0.5509804,0.8222222,0.0496732,0.062692404,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-045-270.png
1817,0.5378978,0.5660131,0.5751634,0.54509807,0.8862745,0.14117649,0.09196599,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-027.png
1818,0.5458095,0.6,0.6130719,0.54052293,0.91372555,0.19869277,0.10837451,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-063.png
1819,0.53195906,0.58300656,0.6026144,0.5529412,0.89411765,0.18692812,0.101077944,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-117.png
1820,0.5256156,0.55294114,0.55947715,0.5398693,0.92026144,0.13071895,0.09374606,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-153.png
1821,0.5274067,0.5529412,0.56078434,0.55490196,0.85620916,0.14771238,0.09830348,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-207.png
1822,0.53106165,0.58954245,0.60915035,0.5176471,0.8444445,0.21176472,0.11491531,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-243.png
1823,0.52370274,0.5751634,0.6026144,0.5143791,0.827451,0.19607845,0.10546448,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-297.png
1824,0.5184758,0.5477124,0.56078434,0.52941173,0.8836601,0.12679741,0.09601421,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-066-333.png
1825,0.51968926,0.53725487,0.5477124,0.54901963,0.8888889,0.103268,0.08806847,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-068-000.png
1826,0.54281294,0.6013072,0.61960787,0.54183006,0.90849674,0.21307191,0.10587172,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-068-090.png
1827,0.51869756,0.5320261,0.4496732,0.5568628,0.87843144,0.112418324,0.09177219,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-068-180.png
1828,0.53257585,0.5895425,0.61960787,0.4888889,0.7895425,0.21568626,0.11111944,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-068-270.png
1829,0.53953165,0.52679735,0.52418303,0.5222223,0.9084968,0.0915032,0.09314991,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-000.png
1830,0.5479647,0.52679735,0.5254902,0.5248366,0.9267974,0.11241835,0.09506606,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-022.png
1831,0.55488217,0.5254902,0.5254902,0.49411765,0.875817,0.15686274,0.11324279,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-045.png
1832,0.5590309,0.52418303,0.52418303,0.50392157,0.9267974,0.17385626,0.11617716,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-068.png
1833,0.5643288,0.5254902,0.5254902,0.530719,0.9385621,0.16862744,0.10732609,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-090.png
1834,0.5578072,0.52418303,0.5254902,0.53137255,0.9372549,0.16732025,0.10607392,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-112.png
1835,0.54291946,0.52287585,0.52287585,0.53006536,0.9398693,0.13071898,0.10277064,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-135.png
1836,0.5380097,0.5254902,0.5254902,0.5189543,0.9594771,0.10588235,0.09988925,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-158.png
1837,0.53270215,0.51633984,0.5150327,0.51568633,0.9424837,0.09803924,0.09479946,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-180.png
1838,0.5409732,0.51633984,0.5150327,0.5294118,0.9281046,0.1281046,0.09956927,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-202.png
1839,0.5465489,0.51633984,0.5189543,0.5235294,0.8980392,0.15555558,0.114373036,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-225.png
1840,0.54964083,0.52026147,0.52287585,0.50653595,0.89542484,0.14640525,0.11622219,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-248.png
1841,0.5515686,0.5215686,0.52418303,0.5019608,0.8496732,0.12679738,0.104985915,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-270.png
1842,0.5502629,0.52287585,0.5254902,0.52483666,0.8928105,0.13464054,0.1032572,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-292.png
1843,0.54059124,0.52418303,0.52679735,0.52026147,0.91764706,0.12156862,0.10561179,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-315.png
1844,0.53474087,0.5254902,0.52679735,0.5267974,0.9281046,0.10065362,0.103063285,D:/Projects/Python/data-mining/Dataset/TrainData\dog9-090-338.png
1845,0.5633199,0.5908497,0.627451,0.5352941,0.92941177,0.09803921,0.10045456,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-000-000.png
1846,0.5508111,0.5555556,0.54640526,0.54771245,0.90457517,0.06928104,0.07827275,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-022-000.png
1847,0.5720547,0.59869283,0.6039216,0.5673203,0.8653595,0.054901898,0.08455743,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-022-090.png
1848,0.5402485,0.5437909,0.53594774,0.53333336,0.93333334,0.06928104,0.08018165,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-022-180.png
1849,0.5643244,0.58954245,0.606536,0.5392157,0.86405224,0.054901958,0.07413338,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-022-270.png
1850,0.54834694,0.5843137,0.59607846,0.530719,0.9385621,0.07058823,0.10066317,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-035-045.png
1851,0.54848444,0.58562094,0.5921569,0.5614379,0.8771242,0.086274564,0.09699838,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-035-135.png
1852,0.53685755,0.5738562,0.5777778,0.5313726,0.9320262,0.107189536,0.09948876,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-035-225.png
1853,0.5423355,0.57908493,0.59869283,0.5392157,0.92156863,0.09281045,0.094547026,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-035-315.png
1854,0.5280779,0.5581699,0.5751634,0.5470588,0.90588236,0.11633989,0.09084084,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-045-000.png
1855,0.53051037,0.5895425,0.6117647,0.57058823,0.85882354,0.2013072,0.1099319,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-045-090.png
1856,0.51003873,0.5385621,0.5542484,0.5176471,0.9647059,0.12156865,0.09045687,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-045-180.png
1857,0.53110516,0.58562094,0.6183007,0.52287585,0.8732026,0.20000002,0.11238244,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-045-270.png
1858,0.53008175,0.53594774,0.49411765,0.5267974,0.94640523,0.13333336,0.10314879,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-027.png
1859,0.5190753,0.5620915,0.62352943,0.5248366,0.9503268,0.19869283,0.117002964,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-063.png
1860,0.5200962,0.54509807,0.6169935,0.52418303,0.951634,0.18823528,0.1104566,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-117.png
1861,0.5126221,0.5019608,0.47973856,0.5470588,0.90588236,0.11895424,0.087979525,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-153.png
1862,0.51901627,0.50065356,0.47973856,0.5320262,0.9359477,0.12418303,0.10126082,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-207.png
1863,0.5362263,0.49150327,0.47320262,0.5189542,0.9464052,0.18954244,0.11857095,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-243.png
1864,0.5293736,0.49673203,0.47320262,0.5254902,0.8993464,0.17908496,0.112312116,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-297.png
1865,0.5134741,0.5058823,0.5921569,0.51699346,0.9660131,0.11895427,0.09664957,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-066-333.png
1866,0.51911956,0.52026147,0.50980395,0.5352941,0.92941177,0.08888891,0.08630137,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-068-000.png
1867,0.5217236,0.5620915,0.63267976,0.53594774,0.9281046,0.20784312,0.11473498,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-068-090.png
1868,0.51218075,0.5058824,0.4993464,0.5117647,0.9764706,0.09281048,0.084670655,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-068-180.png
1869,0.5261715,0.4771242,0.654902,0.53333336,0.9150327,0.19999999,0.11813753,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-068-270.png
1870,0.5400424,0.5503268,0.5555556,0.530719,0.9385621,0.056209147,0.0997512,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-000.png
1871,0.54326856,0.551634,0.55947715,0.5189543,0.9620915,0.056209147,0.10710431,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-022.png
1872,0.5484774,0.54901963,0.55947715,0.52156866,0.95686275,0.058823526,0.110872805,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-045.png
1873,0.5481694,0.5398693,0.5477124,0.5281046,0.94379085,0.054901898,0.11382805,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-068.png
1874,0.5476916,0.53594774,0.5437909,0.5339869,0.93202615,0.056209147,0.10249487,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-090.png
1875,0.5358938,0.5320261,0.5424836,0.5156863,0.96862745,0.07189539,0.10918612,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-112.png
1876,0.5362263,0.5385621,0.5477124,0.52091503,0.95816994,0.09542486,0.09976392,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-135.png
1877,0.533123,0.5411765,0.551634,0.52091503,0.95816994,0.07973859,0.09916467,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-158.png
1878,0.53061485,0.5385621,0.5503268,0.5156863,0.96862745,0.06666666,0.10127948,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-180.png
1879,0.52410233,0.5281046,0.5411765,0.52875817,0.94248366,0.087581724,0.10874231,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-202.png
1880,0.5395729,0.5424836,0.5568628,0.5189543,0.9620915,0.060130775,0.11713134,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-225.png
1881,0.54375565,0.5424836,0.5568628,0.5222222,0.9529412,0.057516336,0.1154449,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-248.png
1882,0.55039024,0.5437909,0.5542484,0.5379085,0.92156863,0.058823526,0.09990024,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-270.png
1883,0.54494536,0.54901963,0.5620915,0.52614385,0.9111112,0.057516336,0.10523935,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-292.png
1884,0.5342448,0.5424836,0.54901963,0.5143791,0.94248366,0.060130715,0.10403824,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-315.png
1885,0.53949946,0.551634,0.56078434,0.5163399,0.9647059,0.058823526,0.10431591,D:/Projects/Python/data-mining/Dataset/TrainData\horse1-090-338.png
1886,0.40529376,0.41045752,0.42745098,0.55816996,0.88366014,0.086274505,0.10715047,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-000-000.png
1887,0.36237413,0.3372549,0.30980393,0.5816994,0.8366013,0.057516336,0.12421852,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-022-000.png
1888,0.4073285,0.39869285,0.4,0.54640526,0.90457517,0.037908524,0.09570715,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-022-090.png
1889,0.34834078,0.31764707,0.3019608,0.54183006,0.9163399,0.056209147,0.11934928,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-022-180.png
1890,0.38435486,0.36862746,0.3764706,0.54771245,0.90457517,0.036601305,0.11002637,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-022-270.png
1891,0.36869365,0.35686278,0.35947713,0.55620915,0.8718954,0.033986956,0.114559844,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-035-045.png
1892,0.37727135,0.36209154,0.36078432,0.55947715,0.88104576,0.032679707,0.120152384,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-035-135.png
1893,0.33874035,0.32941177,0.32941177,0.55816996,0.88366014,0.04967323,0.12674591,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-035-225.png
1894,0.36582884,0.35163403,0.3673203,0.5633987,0.8732026,0.04705882,0.13264291,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-035-315.png
1895,0.32896715,0.30849674,0.31111112,0.5529412,0.89411765,0.0745098,0.14684014,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-045-000.png
1896,0.38095915,0.3934641,0.4013072,0.56993467,0.8392157,0.060130686,0.11828955,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-045-090.png
1897,0.31475967,0.29803923,0.3006536,0.5633987,0.8732026,0.074509814,0.14058985,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-045-180.png
1898,0.3764771,0.38823533,0.4013072,0.5653595,0.86928105,0.0745098,0.12952815,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-045-270.png
1899,0.34004468,0.32941177,0.25620916,0.5496732,0.8980392,0.1150327,0.13670322,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-027.png
1900,0.3629508,0.38823533,0.2509804,0.50980395,0.9777778,0.17124182,0.12856895,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-063.png
1901,0.36080033,0.3777778,0.2509804,0.51503265,0.9542483,0.16209151,0.13924934,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-117.png
1902,0.3272252,0.30718955,0.24444444,0.551634,0.89673203,0.10326798,0.14187428,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-153.png
1903,0.32897404,0.303268,0.24836601,0.5496732,0.9006536,0.11241831,0.13696608,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-207.png
1904,0.35776293,0.37254906,0.2509804,0.5640523,0.87189543,0.16862746,0.13529624,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-243.png
1905,0.37437207,0.38169935,0.27058825,0.5633987,0.8732026,0.15816993,0.13938849,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-297.png
1906,0.34304073,0.3124183,0.26013073,0.5647059,0.87058824,0.10326797,0.14886193,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-066-333.png
1907,0.33232766,0.2901961,0.26013073,0.5653595,0.86928105,0.082352936,0.14881483,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-068-000.png
1908,0.3721253,0.4,0.44183007,0.5699346,0.8470588,0.18039215,0.12988338,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-068-090.png
1909,0.31775483,0.27450982,0.2496732,0.54901963,0.9019608,0.08496733,0.14156759,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-068-180.png
1910,0.38754824,0.40653595,0.28235295,0.5875817,0.8248366,0.17908499,0.13275652,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-068-270.png
1911,0.3615206,0.3137255,0.3137255,0.548366,0.903268,0.09281045,0.13942541,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-000.png
1912,0.35994008,0.3150327,0.31633988,0.5529412,0.89411765,0.09150326,0.1309496,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-022.png
1913,0.37407294,0.3254902,0.32941177,0.54771245,0.90457517,0.112418294,0.13111171,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-045.png
1914,0.3886395,0.3385621,0.34248367,0.54313725,0.9137255,0.107189566,0.13121273,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-068.png
1915,0.39856997,0.34901962,0.35424837,0.5366013,0.9267974,0.10457516,0.12928452,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-090.png
1916,0.39200658,0.34248367,0.34771243,0.50653595,0.9869281,0.11895427,0.13542335,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-112.png
1917,0.36451107,0.31764707,0.32026145,0.54183006,0.9163399,0.109803915,0.13377851,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-135.png
1918,0.34910262,0.30718955,0.30718955,0.5509804,0.8980392,0.0993464,0.1332895,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-158.png
1919,0.34591982,0.30718955,0.30718955,0.5424837,0.9150327,0.09150329,0.13318294,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-180.png
1920,0.34838033,0.30718955,0.30588236,0.5411765,0.91764706,0.09803921,0.12660304,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-202.png
1921,0.35238698,0.30980393,0.30980393,0.5385621,0.9228758,0.09803921,0.12854089,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-225.png
1922,0.36960745,0.3254902,0.3281046,0.5542484,0.8915033,0.09411767,0.129422,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-248.png
1923,0.387745,0.34248367,0.34901962,0.53006536,0.9398693,0.083660126,0.119762294,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-270.png
1924,0.36720127,0.32026145,0.31633988,0.54509807,0.9098039,0.09281045,0.1313873,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-292.png
1925,0.36086467,0.3124183,0.30718955,0.530719,0.9385621,0.09673202,0.13492513,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-315.png
1926,0.36235785,0.3137255,0.30849674,0.5503268,0.8993464,0.09673205,0.14087407,D:/Projects/Python/data-mining/Dataset/TrainData\horse2-090-338.png
1927,0.51438534,0.5281046,0.551634,0.5424837,0.9150327,0.10326794,0.11040492,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-000-000.png
1928,0.47885662,0.46013072,0.4261438,0.5588235,0.87189543,0.0784314,0.110715345,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-022-000.png
1929,0.5236944,0.52287585,0.52418303,0.55490196,0.85882354,0.04444447,0.089321904,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-022-090.png
1930,0.47647297,0.45359477,0.43529415,0.54640526,0.90196085,0.07712421,0.11217696,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-022-180.png
1931,0.5093355,0.5111111,0.52287585,0.5575164,0.8588236,0.054901987,0.09845686,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-022-270.png
1932,0.4887679,0.4928105,0.49673203,0.5555556,0.8653595,0.05098042,0.110094145,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-035-045.png
1933,0.5089612,0.50980395,0.50849676,0.5555555,0.87320256,0.04444447,0.10726268,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-035-135.png
1934,0.47940525,0.4888889,0.47973856,0.5640523,0.83006537,0.07320261,0.12149095,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-035-225.png
1935,0.47863364,0.49150327,0.50980395,0.5431373,0.88758177,0.082352966,0.12474967,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-035-315.png
1936,0.43628287,0.4366013,0.44705883,0.56666666,0.8352941,0.13071895,0.12843744,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-045-000.png
1937,0.516165,0.54901963,0.5620915,0.5555556,0.8366013,0.084967345,0.11339919,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-045-090.png
1938,0.44802865,0.45359477,0.46143794,0.5777778,0.83398694,0.14379084,0.13099697,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-045-180.png
1939,0.49289852,0.53464055,0.5555556,0.5588236,0.8352942,0.16601309,0.12643485,D:/Projects/Python/data-mining/Dataset/TrainData\horse3-045-270.png
